date,height1,height2,in_valve1,in_valve2,in_flow,out_valve1,out_valve2,out_flow
2020-02-18 21:00:00,2.3587,2.4165833333333335,0.0,0.0,325.83691333333337,0.0,0.0,366.94763666666665
2020-02-18 22:00:00,2.2809666666666666,2.3388,0.0,0.0,322.4810233333334,0.0,0.0,369.95771666666667
2020-02-18 23:00:00,2.25,2.299583333333333,0.0,0.0,374.81503499999997,0.0,0.0,296.1293083333333
2020-02-19 00:00:00,2.2966166666666665,2.3322999999999996,0.0,0.0,465.8398833333333,0.0,0.0,236.08419166666667
2020-02-19 01:00:00,2.3748,2.4090166666666666,0.0,0.0,471.9890033333333,0.0,0.0,241.27573666666666
2020-02-19 02:00:00,2.450816666666667,2.484983333333333,0.0,0.0,475.3697166666667,0.0,0.0,222.855865
2020-02-19 03:00:00,2.5517666666666665,2.58395,0.0,0.0,475.9522133333333,0.0,0.0,183.057545
2020-02-19 04:00:00,2.662783333333333,2.69705,0.0,0.0,475.43948166666667,0.0,0.0,184.23991333333333
2020-02-19 05:00:00,2.7716166666666666,2.806166666666667,0.0,0.0,474.9292016666667,0.0,0.0,196.54096666666666
2020-02-19 06:00:00,2.8601666666666667,2.89695,0.0,0.0,472.7346301718213,0.0,0.0,242.985345
2020-02-19 07:00:00,3.1324833333333335,3.1770333333333336,0.0,0.0,543.2559283505154,0.0,0.0,343.35506
2020-02-19 08:00:00,3.5105166666666667,3.5400333333333336,0.0,0.0,575.1279098109966,0.0,0.0,503.86932666666667
2020-02-19 09:00:00,3.4986333333333333,3.4884,0.0,0.0,266.75104,0.0,0.0,418.21257499999996
2020-02-19 10:00:00,3.3737,3.3806000000000003,0.0,0.0,214.87027,0.0,0.0,375.366875
2020-02-19 11:00:00,3.2685666666666666,3.2761666666666667,0.0,0.0,211.28924666666666,0.0,0.0,347.79816833333336
2020-02-19 12:00:00,3.17205,3.179483333333333,0.0,0.0,213.26322666666667,0.0,0.0,362.7623883333334
2020-02-19 13:00:00,3.0443833333333337,3.04635,0.0,0.0,214.09886166666666,0.0,0.0,418.53152500000004
2020-02-19 14:00:00,2.9328,2.9400166666666667,0.0,0.0,207.66591166666666,0.0,0.0,347.39510333333334
2020-02-19 15:00:00,2.84085,2.8491666666666666,0.0,0.0,205.93950166666667,0.0,0.0,337.72676333333334
2020-02-19 16:00:00,2.750183333333333,2.7577833333333337,0.0,0.0,207.85223166666668,0.0,0.0,322.81365166666666
2020-02-19 17:00:00,2.6761166666666667,2.6837,0.0,0.0,207.45083833333334,0.0,0.0,352.33640166666663
2020-02-19 18:00:00,2.50095,2.493933333333333,0.0,0.0,207.03680500000002,0.0,0.0,595.8675233333332
2020-02-19 19:00:00,2.2493833333333333,2.2400666666666664,0.0,0.0,205.85863833333332,0.0,0.0,500.18519333333336
2020-02-19 20:00:00,2.1148000000000002,2.1178833333333333,0.0,0.0,204.1041,0.0,0.0,353.45298333333335
2020-02-19 21:00:00,2.0175333333333336,2.0648833333333334,0.0,0.0,339.16259166666663,0.0,0.0,392.28726666666665
2020-02-19 22:00:00,2.03135,2.081166666666667,0.0,0.0,442.643685,0.0,0.0,425.74893833333334
2020-02-19 23:00:00,2.01425,2.05505,0.0,0.0,504.65977000000004,0.0,0.0,297.12099666666666
2020-02-20 00:00:00,2.111491525423729,2.138406779661017,0.0,0.0,599.4730305084745,0.0,0.0,258.4259440677966
2020-02-20 01:00:00,2.233366666666667,2.2605666666666666,0.0,0.0,597.835045,0.0,0.0,214.55044666666666
2020-02-20 02:00:00,2.3777666666666666,2.405333333333333,0.0,0.0,602.357695,0.0,0.0,196.02967333333333
2020-02-20 03:00:00,2.5319333333333334,2.559083333333333,0.0,0.0,604.97339,0.0,0.0,200.28446833333334
2020-02-20 04:00:00,2.6782166666666667,2.7064,0.0,0.0,607.9569416666667,0.0,0.0,193.77011333333334
2020-02-20 05:00:00,2.8395,2.8654333333333333,0.0,0.0,598.7021531428571,0.0,0.0,199.95051833333335
2020-02-20 06:00:00,3.174383333333333,3.189833333333333,0.0,0.0,572.9753309523809,0.0,0.0,244.4949983333333
2020-02-20 07:00:00,3.5392,3.5580166666666666,0.0,0.0,508.8156742380952,0.0,0.0,422.0319633333333
2020-02-20 08:00:00,3.5318,3.5209333333333332,0.0,0.0,440.60204,0.0,0.0,464.6835333333333
2020-02-20 09:00:00,3.47625,3.472983333333333,0.0,0.0,434.595375,0.0,0.0,356.191435
2020-02-20 10:00:00,3.4353333333333333,3.448383333333333,0.0,0.0,275.409175,0.0,0.0,364.99372500000004
2020-02-20 11:00:00,3.3422666666666667,3.361683333333333,0.0,0.0,243.07835000000003,0.0,0.0,349.1135783333333
2020-02-20 12:00:00,3.2294,3.2458,0.0,0.0,253.93707833333335,0.0,0.0,437.30253999999996
2020-02-20 13:00:00,3.0997,3.114733333333333,0.0,0.0,253.88218833333335,0.0,0.0,411.0406766666666
2020-02-20 14:00:00,3.0108,3.0290833333333333,0.0,0.0,256.401745,0.0,0.0,310.969265
2020-02-20 15:00:00,2.95335,2.9707500000000002,0.0,0.0,256.91373666666664,0.0,0.0,353.96619833333335
2020-02-20 16:00:00,2.8403,2.8537666666666666,0.0,0.0,257.34882166666665,0.0,0.0,462.82617000000005
2020-02-20 17:00:00,2.6838333333333333,2.6952833333333337,0.0,0.0,259.1261083333333,0.0,0.0,460.67646499999995
2020-02-20 18:00:00,2.5269833333333334,2.55495,0.0,0.0,386.061105,0.0,0.0,453.67333333333335
2020-02-20 19:00:00,2.4821000000000004,2.5354666666666668,0.0,0.0,450.3124483333333,0.0,0.0,352.47261999999995
2020-02-20 20:00:00,2.44365,2.490483333333333,0.0,0.0,223.43985666666669,0.0,0.0,341.757565
2020-02-20 21:00:00,2.3297499999999998,2.3752333333333335,0.0,0.0,181.710365,0.0,0.0,395.76205833333336
2020-02-20 22:00:00,2.2015833333333332,2.2480333333333333,0.0,0.0,205.58844833333333,0.0,0.0,373.44950166666666
2020-02-20 23:00:00,2.1504166666666666,2.1668000000000003,0.0,0.0,524.73401,0.0,0.0,354.96893
2020-02-21 00:00:00,2.2369333333333334,2.2448166666666665,0.0,0.0,582.5830966666667,0.0,0.0,247.25866499999998
2020-02-21 01:00:00,2.3487666666666667,2.3581,0.0,0.0,581.9669666666666,0.0,0.0,219.97938166666665
2020-02-21 02:00:00,2.4877499999999997,2.50115,0.0,0.0,582.5757166666666,0.0,0.0,191.33152333333334
2020-02-21 03:00:00,2.6355,2.64895,0.0,0.0,584.3240366666666,0.0,0.0,184.50837666666666
2020-02-21 04:00:00,2.790016666666667,2.8062833333333335,0.0,0.0,582.6718516666666,0.0,0.0,178.40756833333336
2020-02-21 05:00:00,2.9396166666666668,2.9546666666666668,0.0,0.0,585.9172361494253,0.0,0.0,221.50409666666667
2020-02-21 06:00:00,3.0955833333333334,3.13455,0.0,0.0,597.1597350574714,0.0,0.0,361.0736283333334
2020-02-21 07:00:00,3.3397666666666668,3.3882,0.0,0.0,623.0624247126436,0.0,0.0,299.07355
2020-02-21 08:00:00,3.5813166666666665,3.630033333333333,0.0,0.0,639.1252874137931,0.0,0.0,374.31554500000004
2020-02-21 09:00:00,3.6937166666666665,3.7069833333333335,0.0,0.0,419.749055,0.0,0.0,342.20921166666665
2020-02-21 10:00:00,3.6043666666666665,3.6483666666666665,0.0,0.0,197.15890833333333,0.0,0.0,367.5483033333333
2020-02-21 11:00:00,3.5034833333333335,3.5471999999999997,0.0,0.0,198.70564166666665,0.0,0.0,330.44005166666665
2020-02-21 12:00:00,3.41955,3.4614166666666666,0.0,0.0,202.603825,0.0,0.0,322.187635
2020-02-21 13:00:00,3.3034000000000003,3.3457,0.0,0.0,202.58296666666666,0.0,0.0,477.42960166666666
2020-02-21 14:00:00,3.080966666666667,3.1249666666666664,0.0,0.0,201.14577,0.0,0.0,575.2387583333333
2020-02-21 15:00:00,2.8333500000000003,2.8761666666666668,0.0,0.0,201.26190333333335,0.0,0.0,497.83905
2020-02-21 16:00:00,2.7140166666666667,2.7535499999999997,0.0,0.0,203.93594833333333,0.0,0.0,314.68000666666666
2020-02-21 17:00:00,2.691116666666667,2.69485,0.0,0.0,542.3242983333333,0.0,0.0,341.94124666666664
2020-02-21 18:00:00,2.778833333333333,2.7373333333333334,0.0,0.0,739.9109366666667,0.0,0.0,404.25517666666667
2020-02-21 19:00:00,2.8492,2.8064833333333334,0.0,0.0,736.35629,0.0,0.0,403.1893866666667
2020-02-21 20:00:00,2.9290000000000003,2.8933166666666663,0.0,0.0,734.3720466666667,0.0,0.0,349.91361166666667
2020-02-21 21:00:00,3.0191500000000002,2.98765,0.0,0.0,732.17926,0.0,0.0,341.89527499999997
2020-02-21 22:00:00,3.1081166666666666,3.064416666666667,0.0,0.0,733.32054,0.0,0.0,450.08276166666667
2020-02-21 23:00:00,3.1262333333333334,3.1012833333333334,0.0,0.0,546.0129866666667,0.0,0.0,355.5739966666667
2020-02-22 00:00:00,3.104316666666667,3.1292833333333334,0.0,0.0,350.88550000000004,0.0,0.0,263.16392
2020-02-22 01:00:00,3.14255,3.164,0.0,0.0,373.0975516666667,0.0,0.0,222.70024166666664
2020-02-22 02:00:00,3.1759,3.19875,0.0,0.0,376.8558333333333,0.0,0.0,250.17684333333332
2020-02-22 03:00:00,3.2278499999999997,3.2522666666666664,0.0,0.0,377.46057,0.0,0.0,194.73934833333334
2020-02-22 04:00:00,3.2963,3.3193166666666665,0.0,0.0,379.67637666666667,0.0,0.0,212.08292333333333
2020-02-22 05:00:00,3.3508166666666668,3.3746500000000004,0.0,0.0,375.613885,0.0,0.0,205.047625
2020-02-22 06:00:00,3.4013333333333335,3.4260666666666664,0.0,0.0,375.11551,0.0,0.0,238.38420333333335
2020-02-22 07:00:00,3.4264,3.4503333333333335,0.0,0.0,364.6393083333333,0.0,0.0,279.50457
2020-02-22 08:00:00,3.4141166666666667,3.436183333333333,0.0,0.0,362.20618,0.0,0.0,367.17
2020-02-22 09:00:00,3.3526499999999997,3.3735333333333335,0.0,0.0,365.29956500000003,0.0,0.0,362.76099
2020-02-22 10:00:00,3.3048,3.3244,0.0,0.0,363.88353666666666,0.0,0.0,373.7830666666667
2020-02-22 11:00:00,3.2240333333333333,3.239616666666667,0.0,0.0,358.51490666666666,0.0,0.0,520.60036
2020-02-22 12:00:00,3.0239166666666666,3.03225,0.0,0.0,368.56092666666666,0.0,0.0,636.3701416666667
2020-02-22 13:00:00,2.85605,2.87905,0.0,0.0,433.0962633333333,0.0,0.0,464.325675
2020-02-22 14:00:00,2.7884333333333333,2.8144833333333334,0.0,0.0,431.32951833333334,0.0,0.0,386.6582266666667
2020-02-22 15:00:00,2.753833333333333,2.7824999999999998,0.0,0.0,380.76008,0.0,0.0,375.6671783333333
2020-02-22 16:00:00,2.69055,2.731466666666667,0.0,0.0,301.24021999999997,0.0,0.0,324.79779666666667
2020-02-22 17:00:00,2.6302333333333334,2.671783333333333,0.0,0.0,300.7650233333333,0.0,0.0,376.65025333333335
2020-02-22 18:00:00,2.5695666666666668,2.6090500000000003,0.0,0.0,301.40335500000003,0.0,0.0,340.46284333333335
2020-02-22 19:00:00,2.489,2.53135,0.0,0.0,297.4091383333333,0.0,0.0,413.335285
2020-02-22 20:00:00,2.364816666666667,2.4086833333333333,0.0,0.0,293.919425,0.0,0.0,432.91870833333337
2020-02-22 21:00:00,2.2929666666666666,2.3333,0.0,0.0,293.9190416666667,0.0,0.0,333.14575333333335
2020-02-22 22:00:00,2.215616666666667,2.25815,0.0,0.0,295.308605,0.0,0.0,395.17719166666666
2020-02-22 23:00:00,2.1832166666666666,2.2226500000000002,0.0,0.0,579.1110433333334,0.0,0.0,319.5912
2020-02-23 00:00:00,2.282433333333333,2.3188166666666663,0.0,0.0,602.9424483333333,0.0,0.0,262.01177666666666
2020-02-23 01:00:00,2.3830833333333334,2.4216333333333333,0.0,0.0,607.0586000000001,0.0,0.0,271.82034166666665
2020-02-23 02:00:00,2.5084,2.5450500000000003,0.0,0.0,604.5321066666667,0.0,0.0,222.94580499999998
2020-02-23 03:00:00,2.64935,2.68725,0.0,0.0,603.4148533333333,0.0,0.0,193.96659
2020-02-23 04:00:00,2.8047833333333334,2.8416333333333332,0.0,0.0,606.703115,0.0,0.0,192.27695333333335
2020-02-23 05:00:00,2.9564333333333335,2.9945,0.0,0.0,597.8715017543859,0.0,0.0,196.23684666666668
2020-02-23 06:00:00,3.20805,3.2479999999999998,0.0,0.0,610.9729403508771,0.0,0.0,212.66234333333333
2020-02-23 07:00:00,3.52005,3.559833333333333,0.0,0.0,582.6057262280701,0.0,0.0,250.297495
2020-02-23 08:00:00,3.622666666666667,3.6417833333333336,0.0,0.0,244.14852333333334,0.0,0.0,348.68127
2020-02-23 09:00:00,3.5126833333333334,3.54275,0.0,0.0,276.19615,0.0,0.0,463.623125
